Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Drew Morgan (10981977),Drew Morgan,10981977,WR/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,MIA,0
WR,Rashawn Scott (10981979),Rashawn Scott,10981979,WR/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,MIA,0
RB,Jeremy Langford (11182409),Jeremy Langford,11182409,RB/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,MIA,0
RB,Lenard Tillery (11182417),Lenard Tillery,11182417,RB/FLEX,3000,TEN@MIA 09/09/2018 01:00PM ET,TEN,0
RB,Brian Hill (10981497),Brian Hill,10981497,RB/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,CIN,1.33
RB,Tra Carson (10981501),Tra Carson,10981501,RB/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,CIN,0
RB,Jarveon Williams (10981503),Jarveon Williams,10981503,RB/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,CIN,0
RB,Quinton Flowers (10981505),Quinton Flowers,10981505,RB/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,CIN,0
RB,Josh Ferguson (10981507),Josh Ferguson,10981507,RB/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,IND,0.51
RB,Christine Michael (10981509),Christine Michael,10981509,RB/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,IND,0
RB,Robert Turbin (10981511),Robert Turbin,10981511,RB/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,IND,4.32
WR,Alex Erickson (10981981),Alex Erickson,10981981,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,CIN,2.29
WR,Devonte Boyd (10981983),Devonte Boyd,10981983,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,CIN,0
WR,Ka'Raun White (10981985),Ka'Raun White,10981985,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,CIN,0
WR,Josh Malone (10981987),Josh Malone,10981987,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,CIN,1.68
WR,Cody Core (10981989),Cody Core,10981989,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,CIN,0
WR,Kermit Whitfield (10981991),Kermit Whitfield,10981991,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,CIN,0
WR,Auden Tate (10981993),Auden Tate,10981993,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,CIN,0
WR,Reece Fountain (10981997),Reece Fountain,10981997,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,IND,0
WR,Krishawn Hogan (10981999),Krishawn Hogan,10981999,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,IND,0
WR,Steve Ishmael (10982001),Steve Ishmael,10982001,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,IND,0
WR,Deon Cain (10982003),Deon Cain,10982003,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,IND,0
WR,James Wright (10982005),James Wright,10982005,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,IND,0
WR,Zach Pascal (10982007),Zach Pascal,10982007,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,IND,0
WR,K.J. Brent (10982009),K.J. Brent,10982009,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,IND,0
WR,Kasen Williams (10982011),Kasen Williams,10982011,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,IND,2.49
WR,Seantavius Jones (10982013),Seantavius Jones,10982013,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,IND,0
RB,Branden Oliver (11182407),Branden Oliver,11182407,RB/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,IND,2.11
WR,Cobi Hamilton (11182449),Cobi Hamilton,11182449,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,IND,0.6
WR,Jared Murphy (11182465),Jared Murphy,11182465,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,CIN,0
WR,Kayaune Ross (11182475),Kayaune Ross,11182475,WR/FLEX,3000,CIN@IND 09/09/2018 01:00PM ET,CIN,0
RB,Danny Vitale (10981513),Danny Vitale,10981513,RB/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,CLE,0.33
RB,Dontrell Hilliard (10981515),Dontrell Hilliard,10981515,RB/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,CLE,0
RB,Marquez Williams (10981517),Marquez Williams,10981517,RB/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,CLE,0
RB,Matthew Dayes (10981519),Matthew Dayes,10981519,RB/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,CLE,0.51
RB,James Summers (10981521),James Summers,10981521,RB/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,PIT,0
RB,Jarvion Franklin (10981523),Jarvion Franklin,10981523,RB/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,PIT,0
RB,Roosevelt Nix (10981525),Roosevelt Nix,10981525,RB/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,PIT,0.86
RB,Jaylen Samuels (10981527),Jaylen Samuels,10981527,RB/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,PIT,0
WR,Damion Ratley (10982015),Damion Ratley,10982015,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,CLE,0
WR,Rashard Higgins (10982017),Rashard Higgins,10982017,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,CLE,4.64
WR,C.J. Board (10982019),C.J. Board,10982019,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,CLE,0
WR,Jeff Janis (10982021),Jeff Janis,10982021,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,CLE,0.2
WR,Evan Berry (10982023),Evan Berry,10982023,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,CLE,0
WR,Da'Mari Scott (10982025),Da'Mari Scott,10982025,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,CLE,0
WR,Derrick Willies (10982027),Derrick Willies,10982027,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,CLE,0
WR,Ricardo Louis (10982029),Ricardo Louis,10982029,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,CLE,3.92
WR,Eli Rogers (10982031),Eli Rogers,10982031,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,PIT,3.14
WR,Trey Griffey (10982033),Trey Griffey,10982033,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,PIT,0
WR,Tevin Jones (10982035),Tevin Jones,10982035,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,PIT,0
WR,Quadree Henderson (10982037),Quadree Henderson,10982037,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,PIT,0
WR,Marcus Tucker (10982039),Marcus Tucker,10982039,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,PIT,0
WR,Damoun Patterson (10982041),Damoun Patterson,10982041,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,PIT,0
WR,Justin Hunter (10982043),Justin Hunter,10982043,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,PIT,1.76
WR,Justin Thomas (10982045),Justin Thomas,10982045,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,PIT,0
WR,Blake Jackson (11182457),Blake Jackson,11182457,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,CLE,0
WR,Ryan Switzer (11182459),Ryan Switzer,11182459,WR/FLEX,3000,PIT@CLE 09/09/2018 01:00PM ET,PIT,0.98
RB,Ray Lawry (10981499),Ray Lawry,10981499,RB/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,0
RB,Darrel Williams (10981529),Darrel Williams,10981529,RB/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,0
RB,Algernon Brown (10981531),Algernon Brown,10981531,RB/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,0
RB,Kerwynn Williams (10981533),Kerwynn Williams,10981533,RB/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,4.24
RB,Damien Williams (10981535),Damien Williams,10981535,RB/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,5.42
RB,Anthony Sherman (10981537),Anthony Sherman,10981537,RB/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,1.22
RB,Russell Hansbrough (10981539),Russell Hansbrough,10981539,RB/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,LAC,0
RB,Anthony Manzo-Lewis (10981541),Anthony Manzo-Lewis,10981541,RB/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,LAC,0
RB,Justin Jackson (10981543),Justin Jackson,10981543,RB/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,LAC,0
RB,Derek Watt (10981545),Derek Watt,10981545,RB/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,LAC,0.49
RB,Detrez Newsome (10981547),Detrez Newsome,10981547,RB/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,LAC,0
WR,Gehrig Dieter (10982047),Gehrig Dieter,10982047,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,0
WR,Elijah Marks (10982049),Elijah Marks,10982049,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,0
WR,De'Anthony Thomas (10982051),De'Anthony Thomas,10982051,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,2.54
WR,Jordan Smallwood (10982053),Jordan Smallwood,10982053,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,0
WR,Byron Pringle (10982055),Byron Pringle,10982055,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,0
WR,Josh Crockett (10982057),Josh Crockett,10982057,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,0
WR,Daniel Braverman (10982059),Daniel Braverman,10982059,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,0
WR,Jehu Chesson (10982061),Jehu Chesson,10982061,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,0.29
WR,Marcus Kemp (10982063),Marcus Kemp,10982063,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,KC,0
WR,Justice Liggins (10982065),Justice Liggins,10982065,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,LAC,0
WR,J.J. Jones (10982067),J.J. Jones,10982067,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,LAC,0
WR,Andre Patton (10982069),Andre Patton,10982069,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,LAC,0
WR,Artavis Scott (10982071),Artavis Scott,10982071,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,LAC,0
WR,Nelson Spruce (10982073),Nelson Spruce,10982073,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,LAC,0
WR,Geremy Davis (10982075),Geremy Davis,10982075,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,LAC,0
WR,Dylan Cantrell (10982077),Dylan Cantrell,10982077,WR/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,LAC,0
RB,Terrell Watson (11182413),Terrell Watson,11182413,RB/FLEX,3000,KC@LAC 09/09/2018 04:05PM ET,LAC,0.08
RB,David Williams (10981549),David Williams,10981549,RB/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,0
RB,Andy Janovich (10981551),Andy Janovich,10981551,RB/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,0.92
RB,Phillip Lindsay (10981553),Phillip Lindsay,10981553,RB/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,0
RB,Tre Madden (10981555),Tre Madden,10981555,RB/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,SEA,1.06
RB,Jalston Fowler (10981557),Jalston Fowler,10981557,RB/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,SEA,0.64
RB,Khalid Hill (10981559),Khalid Hill,10981559,RB/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,SEA,0
WR,DeAndrew White (10981905),DeAndrew White,10981905,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,1.7
WR,Jordan Taylor (10982079),Jordan Taylor,10982079,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,2.72
WR,Jimmy Williams III (10982081),Jimmy Williams III,10982081,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,0
WR,Isaiah McKenzie (10982083),Isaiah McKenzie,10982083,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,0.48
WR,River Cracraft (10982085),River Cracraft,10982085,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,0
WR,Jordan Leslie (10982087),Jordan Leslie,10982087,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,1.8
WR,Kenny Bell (10982089),Kenny Bell,10982089,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,0
WR,John Diarse (10982091),John Diarse,10982091,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,0
WR,Carlos Henderson (10982093),Carlos Henderson,10982093,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,0
WR,Tim Patrick (10982095),Tim Patrick,10982095,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,0
WR,Marcus Johnson (10982097),Marcus Johnson,10982097,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,SEA,0.85
WR,Cyril Grayson Jr. (10982099),Cyril Grayson Jr.,10982099,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,SEA,0
WR,Damore'ea Stringfellow (10982103),Damore'ea Stringfellow,10982103,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,SEA,0
WR,David Moore (10982105),David Moore,10982105,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,SEA,0
WR,Caleb Scott (10982107),Caleb Scott,10982107,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,SEA,0
WR,Keenan Reynolds (10982109),Keenan Reynolds,10982109,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,SEA,0
RB,Gerald Holmes (11182431),Gerald Holmes,11182431,RB/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,SEA,0
RB,Daniel Marx (11182435),Daniel Marx,11182435,RB/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,SEA,0
RB,Justin Stockton (11182439),Justin Stockton,11182439,RB/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,SEA,0
WR,Marvin Bracy (11182455),Marvin Bracy,11182455,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,SEA,0
WR,Mark Chapman (11182461),Mark Chapman,11182461,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,0
WR,Bryce Bobo (11182467),Bryce Bobo,11182467,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,DEN,0
WR,Malik Turner (11182471),Malik Turner,11182471,WR/FLEX,3000,SEA@DEN 09/09/2018 04:25PM ET,SEA,0
RB,Trey Williams (10981561),Trey Williams,10981561,RB/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0
RB,Bo Scarbrough (10981563),Bo Scarbrough,10981563,RB/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0
RB,Darius Jackson (10981565),Darius Jackson,10981565,RB/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0
RB,Jamize Olawale (10981567),Jamize Olawale,10981567,RB/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,DAL,1.63
RB,Jordan Chunn (10981569),Jordan Chunn,10981569,RB/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0
RB,Alex Armah (10981571),Alex Armah,10981571,RB/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,CAR,0
RB,Kenjon Barner (10981573),Kenjon Barner,10981573,RB/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,CAR,1.49
RB,Reggie Bonnafon (10981575),Reggie Bonnafon,10981575,RB/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,CAR,0
RB,Elijah Hood (10981577),Elijah Hood,10981577,RB/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,CAR,0
WR,Dres Anderson (10981995),Dres Anderson,10981995,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0
WR,Deonte Thompson (10982111),Deonte Thompson,10982111,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,DAL,6.66
WR,K.D. Cannon (10982113),K.D. Cannon,10982113,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0
WR,Cedrick Wilson (10982115),Cedrick Wilson,10982115,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0
WR,Mekale McKay (10982117),Mekale McKay,10982117,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0
WR,Noah Brown (10982119),Noah Brown,10982119,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0.56
WR,Marchie Murdock (10982121),Marchie Murdock,10982121,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0
WR,Lance Lenoir (10982123),Lance Lenoir,10982123,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0
WR,Rasheed Bailey (10982125),Rasheed Bailey,10982125,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,CAR,0
WR,Fred Ross Jr. (10982127),Fred Ross Jr.,10982127,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,CAR,0
WR,Damiere Byrd (10982129),Damiere Byrd,10982129,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,CAR,4.96
WR,Austin Duke (10982131),Austin Duke,10982131,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,CAR,0
WR,Jamaal Jones (10982133),Jamaal Jones,10982133,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,CAR,0
WR,Bug Howard (10982135),Bug Howard,10982135,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,CAR,0
WR,Mose Frazier (10982137),Mose Frazier,10982137,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,CAR,0
WR,Darren Carrington II (11182463),Darren Carrington II,11182463,WR/FLEX,3000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0
RB,Sherman Badie (10981579),Sherman Badie,10981579,RB/FLEX,3000,WAS@ARI 09/09/2018 04:25PM ET,ARI,0
RB,Derrick Coleman (10981581),Derrick Coleman,10981581,RB/FLEX,3000,WAS@ARI 09/09/2018 04:25PM ET,ARI,0.27
RB,D.J. Foster (10981583),D.J. Foster,10981583,RB/FLEX,3000,WAS@ARI 09/09/2018 04:25PM ET,ARI,4.6
RB,Elijhaa Penny (10981585),Elijhaa Penny,10981585,RB/FLEX,3000,WAS@ARI 09/09/2018 04:25PM ET,ARI,2.01
RB,Keith Marshall (10981587),Keith Marshall,10981587,RB/FLEX,3000,WAS@ARI 09/09/2018 04:25PM ET,WAS,0
RB,Kapri Bibbs (10981589),Kapri Bibbs,10981589,RB/FLEX,3000,WAS@ARI 09/09/2018 04:25PM ET,WAS,13.57
RB,Martez Carter (10981591),Martez Carter,10981591,RB/FLEX,3000,WAS@ARI 09/09/2018 04:25PM ET,WAS,0
RB,Byron Marshall (10981593),Byron Marshall,10981593,RB/FLEX,3000,WAS@ARI 09/09/2018 04:25PM ET,WAS,3.2
RB,Elijah Wellman (10981595),Elijah Wellman,10981595,RB/FLEX,3000,WAS@ARI 09/09/2018 04:25PM ET,WAS,0
